"","Price","Regionname","CouncilArea","MonthsSince2016","BuildingAge","Landsize","BuildingArea","Lattitude","Longtitude","Type","Rooms","Distance","Bathroom","Car"
"5093",1682000,6,4,18,107,264,97,-37.8285,145.04022,1,2,5.3,1,1
"5094",660000,7,21,18,15,666,193,-37.68381,144.73331,1,3,18,2,2
"5095",975000,1,2,18,20,103,120,-37.76676,145.04333,2,3,7.8,2,1
"5096",670000,7,5,18,35,713,164,-37.72305,144.81074,1,4,15.5,2,2
"5097",560000,3,29,18,32,364,165,-37.67122,145.01487,1,3,16.3,1,1
"5098",511500,3,29,18,57,416,93,-37.67096,145.02445,1,2,16.3,1,2
"5099",3600000,6,27,18,2,552,355,-37.87421,145.04958,1,4,8.4,3,2
"5100",815000,7,18,18,27,198,130,-37.78667,144.88834,2,3,4.3,2,2
"5101",467000,3,13,18,42,565,98,-37.65702,144.92447,1,3,17.4,1,1
"5102",405000,8,21,18,47,590,163,-37.67815,144.58355,1,4,31.7,2,2
"5103",428000,3,29,18,12,389,104,-37.65623,145.07431,1,2,17.9,1,1
"5104",722500,3,29,18,16,643,169.5,-37.65959,145.08302,1,4,17.9,2,2
"5105",421000,3,29,18,32,257,83,-37.65636,145.03997,1,2,17.9,1,1
"5106",286000,7,23,18,47,114,42.2,-37.76911,144.92472,3,1,6.2,1,1
"5107",920000,5,14,18,42,413,170,-37.99906,145.09386,1,4,21.5,2,2
"5108",620000,2,32,18,87,2385,127,-37.79977,145.37222,1,3,31.6,1,4
"5109",1200000,1,22,18,821,807,117,-37.86788,145.12121,1,3,14.2,1,4
"5110",865000,5,22,18,52,739,126,-37.92769,145.16792,1,3,18.8,1,2
"5111",1920000,6,10,18,97,718,181,-37.8888,145.07271,1,4,10.1,1,2
"5112",1230000,7,12,18,117,396,123,-37.8363,144.87588,1,3,6.2,1,1
"5113",1220000,7,12,18,77,492,103,-37.83529,144.87893,1,3,6.2,1,2
"5114",660000,5,11,18,57,550,112,-37.98298,145.17932,1,3,22.7,1,2
"5115",570000,3,20,18,6,1223,81,-37.8006,144.95419,3,2,1.8,2,1
"5116",1550000,1,25,18,37,4221,321,-37.73371,145.24045,1,5,21.1,3,4
"5117",1075000,1,28,18,47,697,216,-37.80864,145.17161,1,4,15.4,2,2
"5118",1071888,3,24,18,16,553,190,-37.71328,144.90585,1,4,11.2,2,4
"5119",560000,3,24,18,3,132,73,-37.72048,144.91323,2,2,11.2,1,1
"5120",1750000,6,22,18,82,546,313,-37.90465,145.08894,1,5,12.3,2,2
"5121",1210000,6,22,18,57,700,115,-37.9125,145.11844,1,3,12.3,1,2
"5122",1300000,5,14,18,47,597,150,-37.99232,145.08469,1,4,21.5,2,2
"5123",740000,3,24,18,77,487,88,-37.71949,144.94283,1,2,8.5,1,1
"5124",800000,6,26,18,9,0,80,-37.84426,144.94415,3,3,3.5,1,2
"5125",1020000,6,27,18,97,0,102,-37.85931,145.00616,3,2,4.6,1,1
"5126",660000,6,27,18,47,0,76,-37.85184,145.01049,3,2,4.6,2,1
"5127",1242000,3,8,18,77,468,135.5,-37.75335,145.01642,1,3,8.4,2,3
"5128",1350000,3,8,18,3,525,266.76,-37.75017,145.01204,1,5,8.4,3,4
"5129",1020000,3,8,18,9,158,159,-37.75026,144.98428,1,3,8.4,3,2
"5130",912000,3,8,18,57,890,203,-37.70295,145.00277,1,5,12,3,4
"5131",685000,3,8,18,57,494,102,-37.71477,144.98235,1,3,12,1,3
"5132",270000,3,8,18,37,0,60,-37.71408,145.00441,3,1,12,1,1
"5133",890500,3,31,18,77,180,123,-37.81443,144.99079,3,2,2.4,2,2
"5134",817000,4,16,18,6,1459,272.4,-37.45709,144.68999,1,4,47.4,2,4
"5135",750000,1,19,18,62,446,114,-37.7987,145.23032,1,3,19.9,1,1
"5136",860000,5,15,18,32,725,196,-37.9088,145.26319,1,4,23.5,2,0
"5137",645000,5,9,18,7,448,187,-38.0817,145.19654,1,4,34.7,2,2
"5138",1770000,6,3,18,19,463,233,-37.95877,145.02701,1,4,15.2,2,2
"5139",1085000,7,18,18,97,297,211,-37.80828,144.8856,1,3,5.1,1,1
"5140",780000,7,5,18,18,696,199,-37.78647,144.81319,1,4,10.5,2,2
"5141",2000000,6,28,18,72,735,286,-37.83583,145.10664,1,5,10.2,3,2
"5142",1450000,1,17,18,12,883,300,-37.76255,145.16233,1,4,15.5,2,2
"5143",1860000,1,17,18,22,682,315,-37.7572,145.15456,1,4,15.5,3,3
"5144",651000,3,29,18,47,555,135,-37.68211,145.03204,1,3,15.3,1,2
"5145",1250000,3,8,18,57,695,133,-37.75506,145.01841,1,3,7,1,2
"5146",1235000,1,28,18,57,624,161,-37.83344,145.19063,1,4,17.2,2,4
"5147",1290000,1,28,18,14,407,300,-37.85028,145.18787,1,4,17.2,2,2
"5148",1180000,1,15,18,16,453,305,-37.87309,145.23078,1,6,14.7,2,2
"5149",957500,6,27,18,125,136,58,-37.85542,144.99571,1,2,4.6,1,1
"5150",2080000,6,27,18,112,754,177.8,-37.85679,145.00089,1,3,4.6,2,2
"5151",852000,3,2,18,27,629,139.4,-37.73058,145.08705,1,3,12.7,2,2
"5152",505000,3,31,17,47,0,38,-37.80206,145.00015,3,2,3,1,1
"5153",1402500,3,31,17,57,270,101,-37.8023,144.99615,1,3,3,1,1
"5154",2905000,7,23,17,7,557,364,-37.76181,144.89327,1,5,7.5,3,2
"5155",650000,7,23,17,67,374,96,-37.71811,144.87693,1,2,10.4,1,3
"5156",856000,7,23,17,6,300,212,-37.71917,144.87819,2,3,10.4,2,1
"5157",1505000,6,26,17,127,149,109,-37.84587,144.94828,1,3,3,1,1
"5158",600000,7,5,17,4,247,127,-37.77976,144.81559,3,3,10.5,2,2
"5159",1005000,7,12,17,57,575,112,-37.86715,144.80612,1,3,11,1,4
"5160",410000,6,27,17,50,1097,63,-37.85549,145.0163,3,2,6.3,1,0
"5161",1530000,7,23,17,102,257,162,-37.77727,144.92655,1,3,4.3,2,1
"5162",1082000,7,23,17,17,254,120,-37.77549,144.90865,1,3,4.3,2,2
"5163",725000,6,4,17,42,136,76,-37.80626,145.08776,3,2,7.9,1,1
"5164",602000,6,4,17,57,1129,72,-37.81623,145.0841,3,2,7.9,1,1
"5165",830000,6,4,17,10,0,101.76,-37.81192,145.07506,3,2,7.9,2,1
"5166",1300000,6,4,17,32,975,147,-37.79673,145.06853,1,3,9.7,2,2
"5167",1940000,6,4,17,77,629,140,-37.79238,145.07841,1,5,9.7,2,1
"5168",1590000,6,4,17,62,697,128,-37.78483,145.07477,1,3,9.7,1,1
"5169",705000,1,15,17,42,765,141,-37.854,145.2565,1,4,23.2,2,4
"5170",2200000,6,3,17,3,704,318,-37.99035,145.03839,1,4,17.3,3,2
"5171",420000,6,10,17,47,0,68,-37.9336,145.04509,3,2,11.4,1,1
"5172",1479000,6,10,17,97,603,148,-37.91655,145.02448,1,4,11.4,2,2
"5173",1655000,6,10,17,14,612,363,-37.9143,145.06582,1,4,13.8,2,5
"5174",1430000,6,10,17,67,614,197,-37.91068,145.06802,1,3,13.8,2,2
"5175",667000,2,7,17,40,792,180,-38.03296,145.33439,1,4,35.2,2,2
"5176",1080000,6,3,17,37,328,144,-37.97359,145.0214,3,3,17.3,2,2
"5177",1750800,6,3,17,5,424,201,-37.92988,145.01085,1,3,10.3,4,2
"5178",1605000,6,3,17,69,606,163,-37.91684,145.01727,1,4,10.3,1,2
"5179",1035000,6,3,17,32,542,65,-37.91704,145.01846,1,2,10.3,1,1
"5180",505000,3,13,17,17,546,109,-37.67411,144.94677,1,3,14,1,1
"5181",663000,7,12,17,7,244,129,-37.82017,144.84904,2,3,6.4,2,2
"5182",860000,3,24,17,127,245,106,-37.77111,144.96427,1,2,5.2,1,1
"5183",2545000,3,24,17,22,957,320,-37.77501,144.95117,1,5,5.2,3,4
"5184",1405000,3,24,17,97,401,167,-37.76491,144.95253,1,3,5.2,2,2
"5185",460000,3,24,17,47,69,52,-37.75867,144.95679,3,2,5.2,1,1
"5186",1210000,3,24,17,97,425,140,-37.76262,144.97733,1,4,4,2,2
"5187",460000,3,24,17,47,54,60,-37.75948,144.94758,3,2,5.2,1,1
"5188",1075000,3,24,17,77,441,202,-37.77242,144.94458,1,5,5.2,1,1
"5189",880000,3,29,17,13,520,261,-37.68155,145.04945,1,4,12.1,2,2
"5190",1837500,3,31,17,3,93,164,-37.82921,145.00826,1,3,2.4,2,1
"5191",593000,7,21,17,10,480,195,-37.73321,144.75752,1,3,14.8,2,2
"5192",1642000,6,28,17,67,765,146,-37.85103,145.11232,1,7,10.4,4,2
"5193",780000,1,28,17,18,306,138,-37.85473,145.1521,2,3,14.7,2,2
"5194",1290000,6,4,17,20,321,195.0964,-37.84627,145.08366,1,3,7.7,2,2
"5195",1930000,6,4,17,107,359,119,-37.8279,145.07403,1,3,8.4,2,1
"5196",2408000,6,4,17,72,654,221,-37.83208,145.07533,1,4,8.4,2,2
"5197",4750000,6,4,17,21,967,470,-37.81792,145.06244,1,4,8.4,3,2
"5198",1042000,6,10,17,9,0,122,-37.89622,145.06032,3,3,10.1,2,2
"5199",1450000,6,10,17,77,621,167,-37.90262,145.05709,1,3,10.1,2,2
"5200",525000,5,9,17,7,550,172,-38.08981,145.17353,1,4,34.9,2,2
"5201",1417500,6,10,17,117,307,103,-37.86906,145.01986,1,2,7.8,1,2
"5202",510000,6,22,17,47,897,66,-37.88321,145.09594,1,2,11.7,1,2
"5203",601000,6,14,17,45,1078,94,-37.95745,145.07219,3,2,17.9,1,1
"5204",1145000,6,14,17,67,584,112,-37.96911,145.07271,1,3,17.9,1,2
"5205",911982,2,32,17,21,734,222,-37.76032,145.30299,1,4,27.1,2,3
"5206",1040000,5,22,17,47,735,130,-37.92374,145.13222,1,4,16.7,2,2
"5207",1460000,3,31,17,117,192,85,-37.78992,144.99845,1,3,3.6,1,0
"5208",865000,3,24,17,57,677,110,-37.72361,144.9837,1,3,6.7,2,2
"5209",1135000,3,31,17,137,144,80,-37.80298,144.98894,1,2,2,1,0
"5210",900000,3,31,17,127,139,78,-37.79812,144.98873,1,2,2,1,0
"5211",499000,3,13,17,27,598,158,-37.5993,144.93867,1,3,20.6,2,0
"5212",506000,3,13,17,20,655,202,-37.59052,144.93066,1,6,20.6,2,2
"5213",430000,3,13,17,7,280,127,-37.57056,144.91751,1,3,20.6,2,1
"5214",420000,3,13,17,7,219,175,-37.57243,144.92663,2,3,20.6,2,2
"5215",570000,3,31,17,10,0,75,-37.83011,144.99044,3,2,2.4,2,1
"5216",637000,1,19,17,57,455,156,-37.79318,145.25811,1,3,23,1,2
"5217",905000,1,19,17,32,731,178,-37.78021,145.26367,1,4,23,2,2
"5218",835000,1,19,17,67,1717,153,-37.77595,145.28383,1,4,23,1,2
"5219",610000,7,5,17,7,528,210,-37.78774,144.76019,1,4,14.7,2,2
"5220",1255000,5,14,17,13,624,277,-37.97533,145.12278,1,4,22.2,2,3
"5221",871000,1,17,17,7,195,142,-37.79979,145.15665,3,3,14.3,2,2
"5222",1451000,1,17,17,57,695,130.52,-37.78541,145.15493,1,3,14.3,2,2
"5223",1385000,1,17,17,51,654,149,-37.78496,145.14659,1,3,14.3,2,3
"5224",1360000,1,17,17,10,402,200,-37.79408,145.16352,1,3,14.3,2,2
"5225",1850000,5,14,17,6,840,547,-38.03548,145.11763,1,6,27,4,4
"5226",612500,5,14,17,42,421,88,-38.03093,145.11618,3,2,27,1,2
"5227",855000,1,25,17,37,804,214,-37.70872,145.16102,1,6,18,3,3
"5228",855000,1,25,17,32,654,104,-37.73209,145.13845,1,3,18,1,1
"5229",895000,1,25,17,22,792,233,-37.68966,145.14649,1,4,18,3,2
"5230",902000,6,26,17,77,702,86,-37.87944,144.99375,3,2,7.2,1,0
"5231",1410000,6,26,17,87,249,117,-37.87964,144.9856,1,2,7.2,1,1
"5232",1360000,6,26,17,20,797,175,-37.8867,144.99141,2,3,7.2,2,2
"5233",500000,3,29,17,42,553,117,-37.64463,145.04155,1,3,19.6,2,2
"5234",573000,3,29,17,27,637,125,-37.64097,145.05757,1,3,19.6,2,2
"5235",465000,3,29,17,12,606,111.04,-37.62858,145.03735,1,3,19.6,2,1
"5236",545000,3,29,17,32,635,157,-37.64051,145.05743,1,4,19.6,2,2
"5237",1980000,7,23,17,67,856,105,-37.74022,144.89557,1,2,7.5,1,6
"5238",830000,7,23,17,6,176,134,-37.74936,144.89669,2,3,7.5,2,1
"5239",886000,7,23,17,10,173,107,-37.75382,144.89167,1,3,7.5,2,1
"5240",445000,7,23,17,47,92,63.4,-37.7388,144.89984,3,2,8.2,1,1
"5241",1050000,7,23,17,77,846,187,-37.75228,144.88429,1,3,7.5,3,1
"5242",800000,3,24,17,57,625,140,-37.71112,144.97357,1,4,13.1,2,4
"5243",786000,3,24,17,57,687,94,-37.71833,144.96935,1,2,13.1,1,4
"5244",617000,1,15,17,6,306,120,-37.87275,145.26325,3,2,24.8,2,1
"5245",990000,3,23,17,117,180,82,-37.7839,144.92727,1,2,3.4,1,1
"5246",455000,7,18,17,7,43,86,-37.78822,144.88361,2,2,5.1,1,1
"5247",680000,1,28,17,16,189,73,-37.83283,145.17533,1,2,15.4,1,1
"5248",755000,7,13,17,42,935,130,-37.69744,144.89073,1,3,12.9,1,1
"5249",762000,6,27,17,142,730,93,-37.85563,145.04369,3,2,7.3,1,1
"5250",1501000,6,4,17,22,313,160,-37.85385,145.06473,2,3,7.3,2,2
"5251",1100000,1,22,17,56,726,101,-37.89814,145.14457,1,4,16.7,2,2
"5252",1135000,1,22,17,37,328,152,-37.86931,145.15081,3,3,16.7,2,2
"5253",865000,3,24,17,57,746,152,-37.71051,144.90925,1,3,11.2,1,1
"5254",362500,3,24,17,37,124,75,-37.70917,144.92291,3,1,11.2,1,1
"5255",922000,3,24,17,57,584,153,-37.71016,144.9215,1,3,11.2,1,1
"5256",963500,3,24,17,57,697,174,-37.69647,144.9113,1,3,11.2,2,6
"5257",740000,3,2,17,55,580,142,-37.71536,145.10205,1,3,16.1,1,3
"5258",730000,3,13,17,13,633,270,-37.63958,144.90267,1,4,20.4,2,1
"5259",770000,3,13,17,32,711,154,-37.64297,144.88796,1,3,20.4,2,2
"5260",2550000,6,3,17,92,726,200,-37.93167,145.00134,1,4,13.8,2,2
"5261",2800000,6,4,17,107,750,192,-37.81557,145.04281,1,4,5.3,2,2
"5262",1702000,6,4,17,117,290,110,-37.81767,145.04041,1,3,5.3,1,2
"5263",3399000,6,4,17,15,446,274,-37.82785,145.03816,1,4,5.3,2,2
"5264",802500,6,4,17,47,966,87,-37.82524,145.05568,3,2,6.2,1,2
"5265",441000,6,4,17,57,0,50,-37.8327,145.05428,3,1,6.2,1,0
"5266",500000,6,4,17,47,1324,72,-37.83012,145.04751,3,2,6.2,1,1
"5267",738000,1,2,17,32,154,107,-37.75343,145.06328,2,2,8.9,1,2
"5268",800000,1,2,17,72,583,92.5,-37.73752,145.05228,1,3,8.8,1,0
"5269",680000,1,2,17,4,129,106,-37.74931,145.05505,2,2,8.8,1,1
"5270",605000,1,2,17,57,377,115.96,-37.73712,145.0369,1,3,8.8,1,2
"5271",580000,1,2,17,67,429,109,-37.73704,145.03697,1,3,8.8,1,2
"5272",1600000,6,3,17,57,598,137,-37.95357,145.02651,1,3,16,2,3
"5273",677000,7,5,17,18,661,196,-37.69655,144.75538,1,4,18,2,2
"5274",737500,7,21,17,13,704,230,-37.68175,144.74087,1,4,18,2,2
"5275",520000,7,30,17,18,530,169,-37.86713,144.71086,1,3,18.4,2,2
"5276",505000,7,30,17,22,663,142,-37.86658,144.71221,1,3,18.4,1,1
"5277",680000,7,30,17,27,800,158,-37.87051,144.7141,1,4,18.4,2,3
"5278",442500,7,30,17,37,537,121.84,-37.87016,144.70606,1,3,18.4,1,2
"5279",1203500,6,22,17,17,311,127,-37.89829,145.08141,3,3,12.3,2,2
"5280",1475000,1,2,17,67,424,114,-37.76353,145.02941,1,3,7.8,1,2
"5281",1640000,1,2,17,87,617,158,-37.77212,145.05813,1,3,7.8,1,2
"5282",590500,3,13,17,57,708,90,-37.68825,144.91484,1,3,14,1,1
"5283",895000,7,5,17,52,589,157,-37.7143,144.8315,1,3,14.5,1,1
"5284",400000,3,20,17,9,0,56,-37.79741,144.92614,3,1,3.4,1,1
"5285",825000,6,4,17,22,193,107,-37.79438,145.03369,2,2,5.4,1,3
"5286",2258000,6,4,17,107,836,173,-37.79702,145.05352,1,4,7.3,1,2
"5287",1250000,5,11,17,12,560,305,-38.00512,145.14935,1,4,25.2,2,2
"5288",520000,7,5,17,45,545,171,-37.7323,144.77861,1,5,14,2,3
"5289",1218000,1,15,17,23,900,281,-37.87695,145.2547,1,4,23.3,2,2
"5290",600000,3,29,17,37,534,121,-37.67323,145.03976,1,3,16.3,2,2
"5291",487000,3,29,17,47,533,160,-37.67605,145.03956,1,3,16.3,1,1
"5292",572000,3,29,17,42,640,140,-37.6591,145.00549,1,3,16.3,1,2
"5293",650000,1,2,17,22,248,120,-37.72473,145.11657,3,2,14.6,2,2
"5294",1700000,6,27,17,97,312,141,-37.86162,145.03065,1,3,5.9,2,0
"5295",1060000,6,27,17,37,206,110,-37.87107,145.04991,2,3,8.4,1,1
"5296",530000,7,18,17,37,81,88,-37.77323,144.89268,3,2,4.3,1,1
"5297",450000,7,18,17,77,0,93,-37.77296,144.88057,3,2,4.3,1,1
"5298",353000,7,18,17,17,4977,79,-37.77367,144.88161,3,2,4.3,1,1
"5299",720000,3,20,17,41,0,86,-37.81267,144.96273,3,2,0,1,1
"5300",295000,8,21,17,42,600,122.86,-37.68734,144.58001,1,3,31.7,1,4
"5301",347500,8,21,17,27,587,149,-37.69392,144.57468,1,4,29.8,2,1
"5302",410000,4,21,17,32,740,119,-37.68052,144.55106,1,3,31.7,2,2
"5303",1485000,5,14,17,42,720,174,-37.98439,145.06812,1,5,20,2,2
"5304",1750000,6,26,17,132,138,155,-37.84962,144.95856,1,3,3,2,0
"5305",695000,1,28,17,6,300,90,-37.80574,145.18832,3,2,17.2,1,1
"5306",655000,1,28,17,42,446,82,-37.81906,145.21253,1,2,17.2,1,4
"5307",775000,1,28,17,42,208,110,-37.8135,145.19972,3,3,17.2,1,2
"5308",820000,1,28,17,57,439,110,-37.82596,145.1872,3,3,17.2,1,2
"5309",900000,1,2,17,37,575,138,-37.72089,145.11987,1,3,16.2,1,1
"5310",806000,1,2,17,62,396,108,-37.71665,145.11682,1,3,16.2,1,0
"5311",980000,1,2,17,24,701,300,-37.71871,145.13559,1,4,16.2,3,2
"5312",1540000,6,10,17,97,589,199,-37.90017,145.06435,1,4,10.1,2,2
"5313",470000,6,10,17,17,0,76,-37.89018,145.06865,2,1,10.1,1,1
"5314",730000,5,11,17,54,695,130,-37.96015,145.16618,1,3,22.7,1,4
"5315",676000,5,11,17,57,587,114.2,-37.96968,145.16832,1,3,22.7,1,1
"5316",805000,5,11,17,37,702,140,-37.97412,145.18022,1,4,22.7,2,4
"5317",1126000,3,20,17,107,114,65,-37.80248,144.94846,1,2,1.8,1,0
"5318",799000,3,20,17,117,0,73,-37.79999,144.94961,3,2,1.8,1,1
"5319",1285000,3,20,17,27,170,147,-37.79074,144.94324,1,3,1.8,1,1
"5320",1512000,3,8,17,112,326,125,-37.77664,144.99902,1,3,5.3,1,0
"5321",777000,1,28,17,3,239,113,-37.81359,145.17574,3,3,15.4,2,2
"5322",912000,6,22,17,20,344,146,-37.90822,145.12036,2,4,12.3,2,2
"5323",1565000,6,10,17,97,719,154,-37.90087,145.03959,1,4,11.4,3,2
"5324",1270000,5,14,17,77,772,120,-37.99482,145.08459,1,2,21.5,1,4
"5325",1137500,5,14,17,37,641,180,-37.98464,145.08185,1,4,21.5,2,4
"5326",1415000,5,14,17,67,545,145,-37.99827,145.07497,1,3,21.5,1,2
"5327",876000,3,24,17,57,525,146,-37.72803,144.94624,1,3,8.5,1,2
"5328",736000,3,24,17,67,278,116,-37.71798,144.93965,3,3,8.5,1,0
"5329",478000,3,24,17,57,0,73,-37.72436,144.94855,1,2,8.5,1,1
"5330",1335000,6,26,17,137,181,105,-37.83661,144.93359,1,2,3.5,1,0
"5331",740000,6,27,17,77,0,100,-37.85931,145.00616,3,2,4.6,1,1
"5332",698000,6,27,17,117,0,85,-37.85163,144.9943,3,2,4.6,1,1
"5333",780000,6,27,17,117,117,48,-37.84998,144.99499,1,2,4.6,1,0
"5334",920000,3,8,17,67,693,93,-37.74528,145.01987,1,3,8.4,1,2
"5335",1115000,3,8,17,57,680,129,-37.74244,145.02006,1,3,8.4,1,2
"5336",1171000,3,8,17,87,483,186,-37.73261,144.99535,1,3,8.4,1,2
"5337",1060000,3,8,17,77,559,192,-37.73645,144.98715,1,5,8.4,2,2
"5338",617500,3,8,17,32,155,81,-37.75308,145.01464,1,2,8.4,1,3
"5339",575000,3,8,17,2,151,102,-37.70426,145.01204,2,2,12,2,1
"5340",635000,3,8,17,8,289,147,-37.70798,145.02101,1,3,12,2,2
"5341",860000,3,8,17,67,627,136,-37.72216,144.99381,1,3,12,1,2
"5342",615000,3,31,17,12,14196,86,-37.81894,145.01314,3,2,2.4,2,1
"5343",314000,3,31,17,47,0,37,-37.81256,144.99347,3,1,2.4,1,1
"5344",1341000,3,31,17,127,135,87,-37.82241,145.00235,1,2,2.4,1,0
"5345",609000,1,19,17,47,190,70,-37.80551,145.24589,3,2,21.3,1,2
"5346",1100000,1,2,17,32,468,212,-37.74088,145.06285,1,3,8.9,2,2
"5347",760000,6,3,17,47,0,82,-37.95142,145.01977,3,2,15.2,1,1
"5348",795000,5,9,17,57,631,158,-38.08814,145.12598,1,4,35.4,2,2
"5349",830000,7,18,17,107,152,91,-37.80697,144.8928,1,2,5.1,1,1
"5350",940000,7,18,17,107,207,94,-37.8071,144.88912,1,2,5.1,1,0
"5351",2920000,6,27,17,97,564,254,-37.84405,145.0016,1,4,2.7,2,2
"5352",400000,6,27,17,67,0,43,-37.83678,145.00137,3,1,2.7,1,1
"5353",600000,6,20,17,24,3634,80,-37.8281,144.96627,3,2,0.7,1,1
"5354",1387000,1,2,17,12,1348,370,-37.68508,145.1395,1,5,16.1,3,3
"5355",480000,6,26,17,87,0,64,-37.86305,144.9911,3,1,5,1,1
"5356",535000,7,13,17,47,808,155,-37.58089,144.72183,1,4,31.7,2,2
"5357",1070000,7,5,17,77,573,198,-37.79127,144.83713,1,3,10.5,2,2
"5358",750000,7,5,17,62,588,113,-37.77049,144.83167,1,6,10.5,2,4
"5359",632000,7,5,17,67,471,121,-37.76951,144.83309,1,3,10.5,1,1
"5360",2505000,6,4,17,90,739,266.53,-37.81708,145.09566,1,5,10.2,2,0
"5361",1785000,6,4,17,107,516,120,-37.82372,145.09085,1,3,10.2,1,1
"5362",1375000,1,17,17,67,662,240,-37.75763,145.09974,1,4,12.4,2,1
"5363",740000,3,29,17,65,727,109,-37.67873,145.01878,1,3,15.3,1,2
"5364",745000,3,8,17,42,120,70,-37.75668,145.00929,3,2,7,1,1
"5365",1225000,3,8,17,97,275,90,-37.76126,145.00247,1,3,7,1,0
"5366",390000,7,30,17,9,289,138,-37.84169,144.72333,3,3,18.4,2,1
"5367",695000,7,13,17,37,676,121,-37.69636,144.88265,1,3,12.9,1,2
"5368",870000,1,2,17,17,291,151,-37.73253,145.0873,1,3,8.9,2,2
"5369",710000,3,2,17,57,541,145,-37.69778,145.08516,1,4,14.5,1,3
"5370",570000,7,30,17,57,660,113,-37.90908,144.65774,1,3,14.7,1,2
"5371",597000,7,18,17,22,126,120,-37.80962,144.86877,3,3,6.4,1,1
"5372",660000,3,20,17,24,0,91,-37.80848,144.9437,3,2,3.1,1,1
"5373",880000,7,12,17,17,169,78.54,-37.86682,144.90003,3,2,6.8,1,2
"5374",862000,7,12,17,77,353,85.35,-37.85432,144.88214,1,3,6.8,1,1
"5375",595000,3,29,17,5,448,370,-37.61337,145.03606,1,4,25.5,2,2
"5376",709500,7,18,17,47,80,80,-37.81133,144.89553,3,2,6.3,1,1
"5377",670000,7,23,19,17,169,153,-37.72752,144.88358,3,3,10.4,1,2
"5378",720000,7,23,19,52,582,110,-37.76063,144.8603,1,3,9.5,1,1
"5379",1107500,7,23,19,3,668,190,-37.75962,144.86675,1,3,9.5,3,1
"5380",520000,1,15,19,42,158,69,-37.845,145.25624,3,2,23.2,1,1
"5381",380000,6,10,19,6,1,62,-37.9332,145.03794,3,2,11.4,1,1
"5382",920000,2,7,19,3,638,352,-38.0683,145.33833,1,4,35.2,5,2
"5383",950000,2,7,19,10,603,391,-38.06788,145.33967,1,4,35.2,4,2
"5384",485000,1,28,19,57,0,55,-37.82945,145.15697,3,2,13.4,1,1
"5385",1291000,1,28,19,47,548,127,-37.84453,145.14446,1,3,13.4,2,2
"5386",775000,1,15,19,47,720,131,-37.86126,145.25808,1,3,25,1,2
"5387",820000,1,15,19,42,719,200,-37.86434,145.25739,1,4,25,2,4
"5388",797000,7,18,19,57,694,110,-37.79382,144.85107,1,3,8.6,1,2
"5389",590000,7,18,19,67,304,74,-37.78341,144.85574,1,2,8.6,1,1
"5390",585000,6,3,19,67,0,82,-37.93171,145.03041,3,2,10.3,1,1
"5391",1580000,6,10,19,47,890,165,-37.91053,145.02447,1,4,10.3,1,2
"5392",386000,3,13,19,52,341,71,-37.6886,144.92281,1,3,14,1,1
"5393",515000,7,12,19,5,159,140,-37.82073,144.8447,3,2,6.4,1,2
"5394",1515000,3,24,19,127,236,194,-37.76549,144.96366,1,4,5.2,2,2
"5395",1037000,3,24,19,21,210,101,-37.75746,144.95633,1,3,5.2,1,1
"5396",1330000,3,24,19,127,161,190,-37.77289,144.97503,1,3,4,2,1
"5397",937000,3,24,19,17,110,121.8,-37.76049,144.98065,2,3,4,2,1
"5398",290000,3,24,19,5,197,41,-37.77165,144.97187,3,1,4,1,0
"5399",730000,3,2,19,57,612,101,-37.70602,145.05945,1,3,12.1,1,1
"5400",660000,3,2,19,47,582,119,-37.70301,145.06341,1,3,12.1,1,2
"5401",1150000,1,28,19,52,668,140,-37.85695,145.15144,1,3,14.7,2,2
"5402",1600000,1,28,19,10,592,260,-37.84839,145.14299,1,4,14.7,2,2
"5403",755000,6,4,19,57,92,82.6,-37.8401,145.09113,3,2,7.7,1,1
"5404",750000,6,10,19,47,0,85,-37.88368,145.0515,3,2,10.1,1,2
"5405",286000,6,10,19,57,314,45,-37.90321,145.0555,3,1,10.1,1,1
"5406",580010,6,10,19,47,0,72,-37.9003,145.06342,3,2,10.1,1,1
"5407",1250000,6,10,19,12,326,223,-37.89334,145.05463,2,4,10.1,3,2
"5408",360000,7,21,19,8,0,136.49,-37.70624,144.74042,2,3,14.8,1,1
"5409",740000,7,21,19,9,750,222,-37.7277,144.73422,1,4,14.8,2,2
"5410",647000,5,9,19,15,688,204,-38.10984,145.17062,1,4,34.9,2,4
"5411",930000,6,22,19,6,0,127,-37.88289,145.09871,2,3,11.7,2,1
"5412",760000,3,24,19,97,378,105,-37.74011,144.95267,1,2,6.7,1,2
"5413",876000,3,24,19,3,134,100,-37.74914,144.96826,2,2,6.7,2,1
"5414",365000,3,31,19,57,0,46,-37.79597,144.99108,3,1,2,1,0
"5415",1297000,3,31,19,127,186,137,-37.79557,144.99158,1,3,2,2,0
"5416",865000,1,19,19,42,974,200,-37.79189,145.29661,1,5,23,2,2
"5417",760000,1,19,19,57,815,140,-37.78393,145.29132,1,4,23,2,2
"5418",725000,1,19,19,37,802,105,-37.81083,145.28792,1,3,23,1,2
"5419",1120000,1,19,19,9,864,228,-37.80718,145.28581,1,4,23,2,2
"5420",930000,5,11,19,37,830,200,-37.94264,145.21786,1,4,24.7,2,1
"5421",557000,7,5,19,32,539,148,-37.76545,144.76458,1,3,14.8,1,2
